gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,tenure_bucket,service_count,revenue_to_date,contract_payment_risk,senior_high_charges,family_status,churn_actual,churn_proba,churn_pred,risk_category
Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,12-24m,5,1696.25,0,0,Single,No,0.1511211385409077,0,Low
Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.5,2196.15,24-36m,4,2237.5,1,1,Single,Yes,0.6575842516696001,1,High
Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,674.55,24-36m,1,622.4,0,0,Family,No,0.09433028425976273,0,Low
Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,48m+,6,7176.0,0,0,Single,No,0.20732789421609354,0,Low
Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,48m+,7,7884.0,0,0,Family,No,0.010254167780083444,0,Low
Male,0,No,No,50,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.4,1748.9,48m+,2,1770.0,0,0,Single,No,0.04779033822846204,0,Low
Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.1,2847.4,24-36m,6,2970.7999999999997,0,0,Family,Yes,0.2576750824319661,0,Low
Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,184.4,0-12m,1,201.0,0,0,Couple,No,0.07127643210849537,0,Low
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,48m+,5,5492.6,0,0,Family,No,0.11667963478392615,0,Low
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,533.05,0-12m,2,527.8000000000001,1,1,Couple,No,0.6983790616525384,1,High
Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,0-12m,2,197.4,1,0,Family,Yes,0.45166075893890734,1,Medium
Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,24-36m,4,2067.2,0,0,Family,No,0.06393671401604482,0,Low
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8250.0,48m+,8,8060.5,0,0,Family,No,0.02913060675649099,0,Low
Male,1,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.9,5139.65,48m+,6,5175.900000000001,0,1,Family,No,0.11062861756865694,0,Low
Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,12-24m,6,2180.85,0,0,Single,No,0.4272928859873407,1,Medium
Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,3282.75,48m+,4,3374.0,0,0,Single,No,0.032605269304529075,0,Low
Male,0,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,48m+,6,5459.900000000001,0,0,Family,No,0.010600784319612583,0,Low
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,12-24m,4,1221.5,1,0,Family,Yes,0.6042418466608985,1,High
Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,36-48m,1,799.5,0,0,Family,No,0.015500240548453871,0,Low
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,0-12m,2,223.20000000000002,0,0,Single,Yes,0.6380505005378181,1,High
Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1191.4,48m+,1,1189.0,0,0,Family,No,0.003097190865022647,0,Low
Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,48m+,6,4730.400000000001,0,0,Family,No,0.007387933048689963,0,Low
Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.4,1132.35,12-24m,5,1162.2,1,0,Single,Yes,0.5185323031075033,1,Medium
Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,36-48m,6,3403.4500000000003,0,0,Family,No,0.03324271310207776,0,Low
Male,0,No,No,41,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,36-48m,3,2105.35,0,0,Single,No,0.20800144591432226,0,Low
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,153.05,0-12m,1,140.0,0,0,Single,Yes,0.573475593582529,1,Medium
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,20.3,0-12m,1,20.3,0,0,Single,No,0.22472872198259763,0,Low
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,0-12m,2,319.6,1,0,Single,Yes,0.6892181250896143,1,High
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,0-12m,1,19.9,0,0,Single,No,0.4946531098959179,1,Medium
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,48m+,8,8215.199999999999,0,0,Couple,No,0.01585154508058851,0,Low
Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,48m+,5,4426.35,0,0,Family,No,0.03149016033894084,0,Low
Male,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,24-36m,3,1237.95,0,0,Family,No,0.1366575113616546,0,Low
Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,12-24m,3,837.1999999999999,0,0,Family,No,0.21919988658687065,0,Low
Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,12-24m,1,855.0,0,0,Single,No,0.2397312091822376,0,Low
Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,12-24m,4,1727.1000000000001,0,0,Couple,No,0.4327971094981852,1,Medium
Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.35,434.5,0-12m,4,451.75,0,0,Family,No,0.6508503263717716,1,High
Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.35,2799.0,24-36m,5,2809.7999999999997,0,0,Family,No,0.2474991130033637,0,Low
Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,24-36m,6,2239.5,0,0,Single,No,0.11109055236628265,0,Low
Female,1,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05,7413.55,48m+,5,7387.55,0,1,Single,No,0.20604949827213456,0,Low
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,0-12m,3,53.95,1,0,Single,Yes,0.5229343819981627,1,Medium
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,6910.3,48m+,5,6901.2,0,0,Family,No,0.06832791247214479,0,Low
Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,24-36m,4,1998.4,0,0,Family,No,0.08663827634087579,0,Low
Female,1,No,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,5212.65,48m+,6,5285.0,0,1,Single,No,0.08341355139509618,0,Low
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,0-12m,2,55.25,1,0,Single,No,0.6372295831880171,1,High
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,0-12m,1,71.0,1,0,Family,Yes,0.7900848601086112,1,High
Female,1,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,0-12m,2,195.0,0,0,Single,No,0.45666847723731235,1,Medium
Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,3953.15,36-48m,5,4054.9,1,1,Couple,No,0.4502907914124056,1,Medium
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.3,6719.9,48m+,8,6645.599999999999,0,0,Couple,No,0.014360102182111045,0,Low
Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,48m+,8,8276.4,0,1,Family,No,0.019526142268573347,0,Low
Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,306.6,0-12m,2,297.6,0,1,Couple,Yes,0.668128895164901,1,High
Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,12-24m,2,590.4000000000001,0,0,Single,No,0.030741547853830493,0,Low
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,0-12m,4,95.1,1,1,Couple,Yes,0.9213637675110242,1,Very High
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.85,18.85,0-12m,1,18.85,1,0,Single,No,0.3498562787346017,1,Medium
Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,12-24m,4,1338.3999999999999,1,1,Single,No,0.6978442926349486,1,High
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,24-36m,3,3027.6,1,1,Couple,Yes,0.5610584363353546,1,Medium
Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.2,3292.3,36-48m,3,3248.0,1,0,Family,No,0.379444142841823,1,Medium
Male,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.05,7171.7,48m+,6,7038.349999999999,0,1,Single,No,0.16517927958189232,0,Low
Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,48m+,4,6358.35,0,0,Family,No,0.03853952680134928,0,Low
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,0-12m,1,20.6,0,0,Single,No,0.4347233627902607,1,Medium
Female,0,No,Yes,10,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,411.45,0-12m,3,402.5,0,0,Family,No,0.0932988346415676,0,Low
Male,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,48m+,4,3165.25,0,0,Family,Yes,0.014352970462810198,0,Low
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856.0,48m+,8,7694.200000000001,0,0,Family,Yes,0.040988220095276154,0,Low
Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,48m+,5,6567.0,0,1,Family,Yes,0.23576353821902052,0,Low
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,0-12m,1,489.30000000000007,0,0,Single,No,0.5513546582840384,1,Medium
Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,0-12m,1,201.5,0,0,Family,No,0.035453532065648836,0,Low
Male,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,0-12m,1,29.15,0,0,Single,No,0.44535833619150794,1,Medium
Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1153.25,48m+,1,1064.25,0,0,Family,No,0.03151303265398253,0,Low
Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,36-48m,6,4848.75,0,0,Couple,No,0.4043919210350761,1,Medium
Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,0-12m,4,678.0,0,0,Couple,No,0.27821575240140606,0,Low
Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.0,8182.85,48m+,8,8004.0,0,0,Couple,No,0.049327271530470354,0,Low
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,0-12m,3,85.05,1,1,Single,Yes,0.933446025672384,1,Very High
Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,826.1,24-36m,2,848.1,0,0,Single,No,0.11199451178593321,0,Low
Female,0,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.65,3618.7,36-48m,6,3674.2500000000005,0,0,Single,No,0.018993700415242665,0,Low
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,0-12m,1,44.75,0,0,Single,No,0.44969716258502745,1,Medium
Male,0,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05,2168.15,24-36m,5,2202.5499999999997,1,0,Single,No,0.270099634710387,0,Low
Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,938.95,48m+,1,1017.5000000000001,0,0,Family,No,0.042273010400888086,0,Low
Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,48m+,5,4990.349999999999,0,0,Single,No,0.09764740573285835,0,Low
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,0-12m,2,74.25,0,0,Single,Yes,0.7764743078729537,1,High
Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,0-12m,2,151.6,1,0,Single,Yes,0.6761911258112141,1,High
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,0-12m,6,316.04999999999995,0,0,Single,Yes,0.7212076474305116,1,High
Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,6079.0,48m+,4,6341.55,0,1,Couple,No,0.30476130272509044,0,Medium
Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,36-48m,6,4399.5,0,1,Single,Yes,0.46037500134616915,1,Medium
Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,48m+,2,1820.0,0,0,Couple,No,0.004889582555863329,0,Low
Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,48m+,1,1480.3500000000001,0,0,Couple,No,0.07750999639873818,0,Low
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,0-12m,2,682.65,1,0,Single,No,0.6050393330288669,1,High
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,48m+,4,3258.0,0,0,Family,No,0.009130946839458566,0,Low
Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,48m+,6,5578.25,0,0,Family,No,0.23554852906751264,0,Low
Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,12-24m,6,1995.0,0,1,Single,No,0.42378959168850044,1,Medium
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,0-12m,4,849.6,1,0,Single,Yes,0.7025464563886709,1,High
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,48m+,6,7596.0,0,0,Family,No,0.032532079427609405,0,Low
Male,0,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,12-24m,3,788.0,0,0,Family,No,0.04916196710662203,0,Low
Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,36-48m,1,860.0,0,0,Family,No,0.002904237827573347,0,Low
Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,48m+,6,3979.9999999999995,0,0,Single,No,0.014489085433150271,0,Low
Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,48m+,4,4939.0,0,0,Couple,No,0.17165379347193432,0,Low
Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,0-12m,4,188.4,1,0,Couple,Yes,0.7168437291317475,1,High
Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,0-12m,1,183.15,0,0,Family,No,0.013395247355190208,0,Low
Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,0-12m,1,339.0,0,0,Single,Yes,0.2513753251235606,0,Low
Female,0,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,48m+,6,5491.849999999999,0,0,Single,No,0.013270459276902376,0,Low
Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,24-36m,3,2692.8,0,0,Couple,Yes,0.3132882160571569,0,Medium
Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,334.65,0-12m,6,317.70000000000005,1,1,Couple,Yes,0.788497789487046,1,High
Male,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,12-24m,2,1188.8,0,1,Couple,Yes,0.4774428849221603,1,Medium
Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,24-36m,1,1743.75,1,0,Single,No,0.4392563218977233,1,Medium
Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,36-48m,1,2677.1,0,0,Single,Yes,0.1951906881221085,0,Low
Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,804.85,36-48m,1,806.0,0,0,Single,No,0.007901656946824345,0,Low
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.2,1445.2,48m+,2,1476.2,0,0,Family,No,0.008168983378133455,0,Low
Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,24-36m,1,501.25,0,0,Family,No,0.010495266504990615,0,Low
Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.5,4627.85,36-48m,5,4584.0,0,0,Family,Yes,0.1040560419517754,0,Low
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,0-12m,1,208.64999999999998,0,0,Single,Yes,0.6054674058501918,1,High
Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,48m+,7,6819.75,0,0,Single,No,0.15133173704957847,0,Low
Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,36-48m,2,2821.25,1,1,Single,Yes,0.4632104322100685,1,Medium
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,0-12m,2,49.8,0,0,Single,No,0.42343396110451165,1,Medium
Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,12-24m,2,1374.4499999999998,1,0,Family,Yes,0.541494119807265,1,Medium
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,0-12m,4,208.04999999999998,1,0,Single,Yes,0.44149561449807956,1,Medium
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.05,1818.9,12-24m,3,1807.05,1,0,Couple,No,0.5241665727555215,1,Medium
Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),36.15,2434.45,48m+,2,2422.0499999999997,0,0,Family,No,0.016020625620813477,0,Low
Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,24-36m,1,683.4000000000001,0,0,Family,No,0.020201378385332293,0,Low
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,12-24m,4,1632.6000000000001,0,0,Single,Yes,0.35760674540490683,1,Medium
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,6501.35,48m+,8,6386.400000000001,0,0,Family,No,0.00277805495440208,0,Low
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,12-24m,4,1712.7,0,0,Family,Yes,0.34591450905259435,1,Medium
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.0,209.1,0-12m,2,225.0,0,0,Single,Yes,0.5882647091443473,1,Medium
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,0-12m,2,49.95,0,0,Single,Yes,0.5245105906524702,1,Medium
Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,0-12m,4,721.5,0,0,Single,Yes,0.3100151823483731,0,Medium
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,247.0,0-12m,1,209.0,0,0,Single,No,0.05907754607116816,0,Low
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,24-36m,1,580.0,0,0,Family,No,0.017715732308449098,0,Low
Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,24-36m,5,3204.5,1,1,Couple,Yes,0.4690169231010618,1,Medium
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,0-12m,5,713.65,1,1,Couple,Yes,0.826793717342271,1,Very High
Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,48m+,7,5996.1,0,0,Family,No,0.012886600668135266,0,Low
Female,0,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,54.45,1893.5,24-36m,3,1960.2,0,0,Single,No,0.04323293413520582,0,Low
Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,48m+,7,6188.400000000001,0,0,Couple,No,0.010179026788305338,0,Low
Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,958.1,36-48m,1,867.3,0,0,Single,No,0.003114823737477893,0,Low
